//コマンド,パラメータ1,パラメータ2,パラメータ3
POP,12,0,24
POP,-12,0,26
POP,-10,0,26
POP,-8,0,26
POP,-6,0,26
POP,-4,0,26
POP,-2,0,26
POP,0,0,26
POP,2,0,26
POP,4,0,26
POP,6,0,26
POP,8,0,26
POP,10,0,26
POP,12,0,26
POP,-12,0,28
POP,-10,0,28
POP,-8,0,28
POP,-6,0,28
POP,-4,0,28
POP,-2,0,28
POP,0,0,28
POP,2,0,28
POP,4,0,28
POP,6,0,28
POP,8,0,28
POP,10,0,28
POP,12,0,28
POP,-12,0,30
POP,-10,0,30
POP,-8,0,30
POP,-6,0,30
POP,-4,0,30
POP,-2,0,30
POP,0,0,30
POP,2,0,30
POP,4,0,30
POP,6,0,30
POP,8,0,30
POP,10,0,30
POP,12,0,30
POP,-12,0,32
POP,-10,0,32
POP,-8,0,32
POP,-6,0,32
POP,-4,0,32
POP,-2,0,32
POP,0,0,32
POP,2,0,32
POP,4,0,32
POP,6,0,32
POP,8,0,32
POP,10,0,32
POP,12,0,32
POP,-12,0,34
POP,-10,0,34
POP,-8,0,34
POP,-6,0,34
POP,-4,0,34
POP,-2,0,34
POP,0,0,34
POP,2,0,34
POP,4,0,34
POP,6,0,34
POP,8,0,34
POP,10,0,34
POP,12,0,34
POP,-12,0,36
POP,-10,0,36
POP,-8,0,36
POP,-6,0,36
POP,-4,0,36
POP,-2,0,36
POP,0,0,36
POP,2,0,36
POP,4,0,36
POP,6,0,36
POP,8,0,36
POP,10,0,36
POP,12,0,36
POP,20,2,-1
POP,20,2,-3
POP,20,2,-5
POP,20,2,-7
POP,20,2,-9
POP,20,2,-11
POP,20,2,-13
POP,20,2,-15
POP,20,2,-17
POP,20,2,-19
POP,20,2,-21
POP,20,2,-23
POP,20,2,-25
POP,20,2,-27
POP,20,2,-29
POP,20,2,-31
POP,20,2,-33
POP,20,2,-35
POP,20,2,-37
POP,20,2,-39
POP,20,2,-41
POP,20,2,-43
POP,20,2,-45
POP,20,2,-47
POP,20,2,-49
POP,20,2,1
POP,20,2,3
POP,20,2,5
POP,20,2,7
POP,20,2,9
POP,20,2,11
POP,20,2,13
POP,20,2,15
POP,20,2,17
POP,20,2,19
POP,20,2,21
POP,20,2,23
POP,20,2,25
POP,20,2,27
POP,20,2,29
POP,20,2,31
POP,20,2,33
POP,20,2,35
POP,20,2,37
POP,20,2,39
POP,20,2,41
POP,20,2,43
POP,20,2,45
POP,20,2,47
POP,20,2,49
POP,-20,2,-1
POP,-20,2,-3
POP,-20,2,-5
POP,-20,2,-7
POP,-20,2,-9
POP,-20,2,-11
POP,-20,2,-13
POP,-20,2,-15
POP,-20,2,-17
POP,-20,2,-19
POP,-20,2,-21
POP,-20,2,-23
POP,-20,2,-25
POP,-20,2,-27
POP,-20,2,-29
POP,-20,2,-31
POP,-20,2,-33
POP,-20,2,-35
POP,-20,2,-37
POP,-20,2,-39
POP,-20,2,-41
POP,-20,2,-43
POP,-20,2,-45
POP,-20,2,-47
POP,-20,2,-49
POP,-20,2,1
POP,-20,2,3
POP,-20,2,5
POP,-20,2,7
POP,-20,2,9
POP,-20,2,11
POP,-20,2,13
POP,-20,2,15
POP,-20,2,17
POP,-20,2,19
POP,-20,2,21
POP,-20,2,23
POP,-20,2,25
POP,-20,2,27
POP,-20,2,29
POP,-20,2,31
POP,-20,2,33
POP,-20,2,35
POP,-20,2,37
POP,-20,2,39
POP,-20,2,41
POP,-20,2,43
POP,-20,2,45
POP,-20,2,47
POP,-20,2,49
POP,18,2,-19
POP,16,2,-19
POP,14,2,-19
POP,-18,2,-19
POP,-16,2,-19
POP,-14,2,-19
POP,-12,2,-19
POP,-10,2,-19
POP,-8,2,-19
POP,-6,2,-19
POP,-4,2,-19
POP,-2,2,-19
POP,0,2,-19
POP,2,2,-19
POP,4,2,-19
POP,6,2,-19
POP,18,2,-21
POP,16,2,-21
POP,14,2,-21
POP,-18,2,-21
POP,-16,2,-21
POP,-14,2,-21
POP,-12,2,-21
POP,-10,2,-21
POP,-8,2,-21
POP,-6,2,-21
POP,-4,2,-21
POP,-2,2,-21
POP,0,2,-21
POP,2,2,-21
POP,4,2,-21
POP,6,2,-21
POP,18,2,-17
POP,16,2,-17
POP,14,2,-17
POP,-18,2,-17
POP,-16,2,-17
POP,-14,2,-17
POP,-12,2,-17
POP,-10,2,-17
POP,-8,2,-17
POP,-6,2,-17
POP,-4,2,-17
POP,-2,2,-17
POP,0,2,-17
POP,2,2,-17
POP,4,2,-17
POP,6,2,-17
POP,-14,2,-4
POP,-12,2,-4
POP,-10,2,-4
POP,-8,2,-4
POP,-6,2,-4
POP,-4,2,-4
POP,-2,2,-4
POP,0,2,-4
POP,2,2,-4
POP,4,2,-4
POP,6,2,-4
POP,8,2,-4
POP,10,2,-4
POP,12,2,-4
POP,-14,2,-2
POP,-12,2,-2
POP,-10,2,-2
POP,-8,2,-2
POP,-6,2,-2
POP,-4,2,-2
POP,-2,2,-2
POP,0,2,-2
POP,2,2,-2
POP,4,2,-2
POP,6,2,-2
POP,8,2,-2
POP,10,2,-2
POP,12,2,-2
POP,-14,2,0
POP,-12,2,0
POP,-10,2,0
POP,-8,2,0
POP,-6,2,0
POP,-4,2,0
POP,-2,2,0
POP,0,2,0
POP,2,2,0
POP,4,2,0
POP,6,2,0
POP,8,2,0
POP,10,2,0
POP,12,2,0
POP,-14,2,2
POP,-12,2,2
POP,-10,2,2
POP,-8,2,2
POP,-6,2,2
POP,-4,2,2
POP,-2,2,2
POP,0,2,2
POP,2,2,2
POP,4,2,2
POP,6,2,2
POP,8,2,2
POP,10,2,2
POP,12,2,2
POP,-14,2,4
POP,-12,2,4
POP,-10,2,4
POP,-8,2,4
POP,-6,2,4
POP,-4,2,4
POP,-2,2,4
POP,0,2,4
POP,2,2,4
POP,4,2,4
POP,6,2,4
POP,8,2,4
POP,10,2,4
POP,12,2,4
POP,-12,2,22
POP,-10,2,22
POP,-8,2,22
POP,-6,2,22
POP,-4,2,22
POP,-2,2,22
POP,0,2,22
POP,2,2,22
POP,4,2,22
POP,6,2,22
POP,8,2,22
POP,10,2,22
POP,12,2,22
POP,-12,2,24
POP,-10,2,24
POP,-8,2,24
POP,-6,2,24
POP,-4,2,24
POP,-2,2,24
POP,0,2,24
POP,2,2,24
POP,4,2,24
POP,6,2,24
POP,8,2,24
POP,10,2,24
POP,12,2,24
POP,-12,2,26
POP,-10,2,26
POP,-8,2,26
POP,-6,2,26
POP,-4,2,26
POP,-2,2,26
POP,0,2,26
POP,2,2,26
POP,4,2,26
POP,6,2,26
POP,8,2,26
POP,10,2,26
POP,12,2,26
POP,-12,2,28
POP,-10,2,28
POP,-8,2,28
POP,-6,2,28
POP,-4,2,28
POP,-2,2,28
POP,0,2,28
POP,2,2,28
POP,4,2,28
POP,6,2,28
POP,8,2,28
POP,10,2,28
POP,12,2,28
POP,-12,2,30
POP,-10,2,30
POP,-8,2,30
POP,-6,2,30
POP,-4,2,30
POP,-2,2,30
POP,0,2,30
POP,2,2,30
POP,4,2,30
POP,6,2,30
POP,8,2,30
POP,10,2,30
POP,12,2,30
POP,-12,2,32
POP,-10,2,32
POP,-8,2,32
POP,-6,2,32
POP,-4,2,32
POP,-2,2,32
POP,0,2,32
POP,2,2,32
POP,4,2,32
POP,6,2,32
POP,8,2,32
POP,10,2,32
POP,12,2,32
POP,-12,2,34
POP,-10,2,34
POP,-8,2,34
POP,-6,2,34
POP,-4,2,34
POP,-2,2,34
POP,0,2,34
POP,2,2,34
POP,4,2,34
POP,6,2,34
POP,8,2,34
POP,10,2,34
POP,12,2,34
POP,-12,2,36
POP,-10,2,36
POP,-8,2,36
POP,-6,2,36
POP,-4,2,36
POP,-2,2,36
POP,0,2,36
POP,2,2,36
POP,4,2,36
POP,6,2,36
POP,8,2,36
POP,10,2,36
POP,12,2,36
